	participant	sentence_number	sentence_index	sentence_order	critical_reached	critical_index	critical_target	critical_distractor	critical_target_word	critical_distractor_word	target_length	condition	condition_label	ortho_similarity	phono_similarity	critical_target_freq	critical_distractor_freq	critical_target_word_freq	critical_distractor_word_freq	block_acc	block_RT	pair_distractor	pair_correct	target_pos	target_pos_verbose	resp	resp_verbose	resp_RT	resp_acc	prev_pos	prev_resp	condition_verbose	inv_RT	ortho_center	phono_center
17877	124	47	9	19	1.0	9	饿	娣	饿	娣	1	2	orth_sim	1	0	3.5232	1.7482	3.4688	0.301	1	13733	娣	饿	1	R	1	R	800	1	0	0	O+P-	-1.25	0.5	-0.5
17886	124	48	7	32	1.0	7	鸭	鸦	鸭	鸦	1	1	both_sim	1	1	2.8739	2.6345	2.3284	1.0792	1	9183	鸦	鸭	1	R	1	R	1495	1	0	0	O+P+	-0.6688963210702341	0.5	0.5
17893	124	49	5	83	1.0	5	拒	剧	拒绝	剧绝	2	3	phon_sim	0	1	3.5422	3.9246	3.4594	0.0	1	6500	剧绝	拒绝	0	L	0	L	821	1	1	1	O-P+	-1.218026796589525	-0.5	0.5
17897	124	50	2	30	1.0	2	分	揠	分手	揠手	2	4	both_dif	0	0	4.6848	0.301	3.3341	0.0	0	2483	揠手	分手	0	L	1	R	527	0	0	0	O-P-	-1.8975332068311195	-0.5	-0.5
17906	124	51	8	94	1.0	8	唯	衷	唯唯诺诺。	衷衷诺诺	5	4	both_dif	0	0	3.9755	2.8209	0.0	0.0	1	9216	衷衷诺诺。	唯唯诺诺。	0	L	0	L	1896	1	0	0	O-P-	-0.5274261603375527	-0.5	-0.5
17913	124	52	6	63	1.0	6	噪	赵	噪音.	赵音	3	3	phon_sim	0	1	2.6902	2.1038	0.0	0.0	1	9267	赵音.	噪音.	0	L	0	L	526	1	1	1	O-P+	-1.9011406844106464	-0.5	0.5
17923	124	53	9	42	1.0	9	健	键	健身.	键身	3	1	both_sim	1	1	3.6176	3.4532	0.0	0.0	1	9883	键身.	健身.	0	L	0	L	1200	1	1	1	O+P+	-0.8333333333333334	0.5	0.5
17930	124	54	6	28	1.0	6	守	安	守	安	1	2	orth_sim	1	0	3.7948	4.6203	3.0997	3.2398	0	7850	安	守	0	L	0	L	779	1	0	0	O+P-	-1.2836970474967908	0.5	-0.5
17939	124	55	7	80	1.0	7	中	伪	中间	伪间	2	2	orth_sim	1	0	4.8435	3.2603	3.2025	0.0	1	7934	伪间	中间	0	L	0	L	1054	1	0	0	O+P-	-0.9487666034155597	0.5	-0.5
17949	124	56	8	1	1.0	8	仪	眶	仪.	眶	2	4	both_dif	0	0	3.3851	1.7853	0.0	1.0	1	10267	眶.	仪.	0	L	0	L	569	1	1	1	O-P-	-1.757469244288225	-0.5	-0.5
17958	124	57	8	8	1.0	8	持	匙	主持人。	主匙人	4	3	phon_sim	0	1	4.2381	3.5975	0.0	0.0	1	8283	主匙人。	主持人。	1	R	1	R	674	1	0	0	O-P+	-1.4836795252225519	-0.5	0.5
17965	124	58	6	79	1.0	6	思	施	思念	施念	2	3	phon_sim	0	1	4.5423	3.5138	2.2148	0.0	1	10317	施念	思念	0	L	0	L	653	1	0	0	O-P+	-1.5313935681470139	-0.5	0.5
17972	124	59	5	58	1.0	5	挤	纨	挤	纨	1	4	both_dif	0	0	3.1578	1.3979	2.9528	0.4771	1	8950	纨	挤	0	L	0	L	863	1	0	0	O-P-	-1.1587485515643106	-0.5	-0.5
17984	124	60	8	82	1.0	8	抬	给	抬	给	1	2	orth_sim	1	0	3.1749	5.093	3.0212	5.069	1	16717	给	抬	1	R	1	R	1074	1	0	0	O+P-	-0.931098696461825	0.5	-0.5
18001	124	62	6	34	1.0	6	椅	倚	椅子.	倚子	3	1	both_sim	1	1	3.3255	1.9294	0.0	0.0	1	8050	倚子.	椅子.	0	L	0	L	1031	1	1	1	O+P+	-0.9699321047526673	0.5	0.5
18005	124	63	3	70	1.0	3	促	捉	促进	捉进	2	2	orth_sim	1	0	2.8261	3.1065	1.9638	0.0	1	15883	捉进	促进	0	L	0	L	842	1	1	1	O+P-	-1.187648456057007	0.5	-0.5
18016	124	64	7	46	1.0	7	缉	赝	缉	赝	1	4	both_dif	0	0	2.8274	1.9912	1.8129	0.0	1	11283	赝	缉	0	L	0	L	1053	1	0	0	O-P-	-0.949667616334283	-0.5	-0.5
18030	124	65	11	50	1.0	11	提	剔	提	剔	1	3	phon_sim	0	1	4.3807	2.4942	3.7229	1.6232	1	13484	剔	提	0	L	0	L	485	1	1	1	O-P+	-2.0618556701030926	-0.5	0.5
18042	124	67	7	7	1.0	7	溪	晏	溪流	晏流	2	4	both_dif	0	0	2.5079	0.301	1.2553	0.0	1	10183	晏流	溪流	1	R	1	R	863	1	1	1	O-P-	-1.1587485515643106	-0.5	-0.5
18053	124	68	8	81	1.0	8	搪	揖	搪塞	揖塞	2	2	orth_sim	1	0	1.716	0.301	1.5315	0.0	1	12584	揖塞	搪塞	1	R	1	R	906	1	1	1	O+P-	-1.1037527593818985	0.5	-0.5
18061	124	69	6	76	1.0	6	铝	侣	铝	侣	1	1	both_sim	1	1	2.0828	2.9474	1.9395	1.5051	1	8616	侣	铝	1	R	1	R	905	1	0	0	O+P+	-1.1049723756906078	0.5	0.5
18073	124	70	10	41	1.0	10	憎	僧	憎恶。	僧恶	3	1	both_sim	1	1	2.7067	2.1847	0.0	0.0	1	11783	僧恶。	憎恶。	1	R	1	R	2105	1	1	1	O+P+	-0.4750593824228028	0.5	0.5
18079	124	71	5	2	1.0	5	沿	迄	沿岸	迄岸	2	4	both_dif	0	0	2.943	2.2529	1.5441	0.0	1	9450	迄岸	沿岸	1	R	1	R	1578	1	0	0	O-P-	-0.6337135614702155	-0.5	-0.5
18091	124	73	7	21	1.0	7	昏	獾	昏暗	獾暗	2	3	phon_sim	0	1	3.273	1.7482	1.6128	0.0	1	9183	獾暗	昏暗	1	R	1	R	758	1	1	1	O-P+	-1.3192612137203166	-0.5	0.5
18102	124	75	2	48	1.0	2	俯	俺	俯身	俺身	2	2	orth_sim	1	0	2.4829	2.0969	1.4914	0.0	1	6116	俺身	俯身	0	L	0	L	800	1	1	1	O+P-	-1.25	0.5	-0.5
18121	124	77	6	11	1.0	6	弹	掸	子弹	子掸	2	1	both_sim	1	1	4.0592	1.415	3.3959	0.0	1	12300	子掸	子弹	0	L	0	L	1368	1	1	1	O+P+	-0.7309941520467836	0.5	0.5
18134	124	78	9	4	1.0	9	红	讧	粉红	粉讧	2	1	both_sim	1	1	3.8742	1.5911	2.415	0.0	1	10383	粉讧	粉红	0	L	0	L	905	1	0	0	O+P+	-1.1049723756906078	0.5	0.5
18140	124	79	4	93	1.0	4	昆	鄂	昆虫.	鄂虫	3	4	both_dif	0	0	2.7259	1.3979	0.0	0.0	1	4267	鄂虫.	昆虫.	1	R	1	R	717	1	1	1	O-P-	-1.394700139470014	-0.5	-0.5
18146	124	80	5	86	1.0	5	饺	银	饺子	银子	2	2	orth_sim	1	0	1.9542	3.6889	1.7324	1.7076	1	7233	银子	饺子	1	R	1	R	652	1	1	1	O+P-	-1.5337423312883436	0.5	-0.5
18154	124	81	6	78	1.0	6	娟	倦	娟,	倦	2	3	phon_sim	0	1	1.9494	2.9717	0.0	1.301	1	19600	倦,	娟,	0	L	0	L	695	1	0	0	O-P+	-1.4388489208633093	-0.5	0.5
18165	124	82	7	27	1.0	7	铅	乾	铅笔.	乾笔	3	3	phon_sim	0	1	2.6571	2.0253	0.0	0.0	1	8883	乾笔.	铅笔.	0	L	0	L	695	1	0	0	O-P+	-1.4388489208633093	-0.5	0.5
18175	124	83	9	5	1.0	9	慰	憨	安慰	安憨	2	2	orth_sim	1	0	3.1284	1.1461	2.8927	0.0	1	13583	安憨	安慰	1	R	1	R	1305	1	1	1	O+P-	-0.7662835249042146	0.5	-0.5
18185	124	84	7	68	1.0	7	脐	二	脐带.	二带	3	4	both_dif	0	0	2.2304	4.2257	0.0	0.0	1	8866	二带.	脐带.	0	L	0	L	674	1	0	0	O-P-	-1.4836795252225519	-0.5	-0.5
18200	124	85	14	31	1.0	14	荧	筷	荧光	筷光	2	4	both_dif	0	0	2.2041	1.9638	1.7324	0.0	1	19300	筷光	荧光	1	R	1	R	695	1	1	1	O-P-	-1.4388489208633093	-0.5	-0.5
18209	124	86	7	65	1.0	7	荞	茬	荞麦	茬麦	2	1	both_sim	1	1	1.415	2.1523	1.3979	0.0	1	9367	茬麦	荞麦	1	R	1	R	1222	1	1	1	O+P+	-0.8183306055646481	0.5	0.5
18217	124	88	1	60	1.0	1	浩	惜	浩浩荡荡	惜惜荡荡	4	2	orth_sim	1	0	2.7284	3.3773	0.301	0.0	1	5450	惜惜荡荡	浩浩荡荡	0	L	0	L	1158	1	1	1	O+P-	-0.8635578583765112	0.5	-0.5
18235	124	91	6	9	1.0	6	肢	吱	肢体	吱体	2	1	both_sim	1	1	2.7889	2.3284	2.29	0.0	1	8017	吱体	肢体	1	R	1	R	758	1	1	1	O+P+	-1.3192612137203166	0.5	0.5
18245	124	92	8	39	1.0	8	棋	痒	下棋	下痒	2	4	both_dif	0	0	2.8228	2.8035	1.9823	0.0	1	10700	下痒	下棋	0	L	0	L	632	1	0	0	O-P-	-1.5822784810126582	-0.5	-0.5
18251	124	93	4	33	1.0	4	温	汰	温度	汰度	2	4	both_dif	0	0	3.6838	3.4168	2.6304	0.0	1	11000	汰度	温度	0	L	0	L	632	1	1	1	O-P-	-1.5822784810126582	-0.5	-0.5
18263	124	94	7	17	1.0	7	岗	港	岗	港	1	3	phon_sim	0	1	2.7832	3.0948	2.0792	2.6096	1	8667	港	岗	1	R	1	R	884	1	1	1	O-P+	-1.1312217194570136	-0.5	0.5
18268	124	95	3	69	1.0	3	宛	苑	宛如	苑如	2	1	both_sim	1	1	2.1399	1.9731	1.699	0.0	0	10217	苑如	宛如	1	R	1	R	1642	1	1	1	O+P+	-0.6090133982947625	0.5	0.5
18288	125	1	10	27	1.0	10	柱	淹	天柱,	天淹	3	4	both_dif	0	0	2.7412	2.7731	0.0	0.0	1	14450	天淹,	天柱,	0	L	0	L	717	1	0	0	O-P-	-1.394700139470014	-0.5	-0.5
18311	125	4	10	60	1.0	10	秘	秧	秘密	秧密	2	2	orth_sim	1	0	3.9054	1.0792	3.6991	0.0	1	19683	秧密	秘密	0	L	0	L	1160	1	1	1	O+P-	-0.8620689655172413	0.5	-0.5
18319	125	5	5	70	1.0	5	拮	邪	拮据。	邪据	3	3	phon_sim	0	1	1.1139	3.3514	0.0	0.0	1	7382	邪据。	拮据。	1	R	1	R	1496	1	0	0	O-P+	-0.6684491978609626	-0.5	0.5
18347	125	8	10	29	1.0	10	枉	狙	冤枉,	冤狙	3	4	both_dif	0	0	2.2041	2.6875	0.0	0.0	1	20983	冤狙,	冤枉,	0	L	0	L	1559	1	0	0	O-P-	-0.6414368184733804	-0.5	-0.5
18352	125	9	2	47	1.0	2	治	沼	治病,	沼病	3	1	both_sim	1	1	4.077	2.6365	0.0	0.0	1	5650	沼病,	治病,	1	R	1	R	822	1	1	1	O+P+	-1.2165450121654502	0.5	0.5
18359	125	10	4	25	1.0	4	央	佯	中央	中佯	2	3	phon_sim	0	1	2.9499	1.6021	2.9053	0.0	1	9233	中佯	中央	1	R	1	R	1138	1	1	1	O-P+	-0.8787346221441125	-0.5	0.5
18368	125	11	4	88	1.0	4	汪	注	汪汪	注注	2	2	orth_sim	1	0	2.4048	4.1835	1.7076	0.0	1	19533	注注	汪汪	1	R	1	R	906	1	0	0	O+P-	-1.1037527593818985	0.5	-0.5
18384	125	14	4	81	1.0	4	栖	硒	栖	硒	1	1	both_sim	1	1	2.2148	0.8451	1.5682	0.8451	1	7182	硒	栖	1	R	1	R	1138	1	1	1	O+P+	-0.8787346221441125	0.5	0.5
18396	125	17	5	73	1.0	5	王	汪	王	汪	1	1	both_sim	1	1	3.9882	2.4048	3.3122	1.9445	1	6683	汪	王	0	L	0	L	443	1	1	1	O+P+	-2.2573363431151243	0.5	0.5
18421	125	21	11	19	1.0	11	苛	抠	苛刻.	抠刻	3	3	phon_sim	0	1	2.4298	1.8865	0.0	0.0	1	15467	抠刻.	苛刻.	0	L	0	L	2296	1	1	1	O-P+	-0.4355400696864111	-0.5	0.5
18455	125	27	8	8	1.0	8	温	滞	温哥华	滞哥华	3	2	orth_sim	1	0	3.6838	2.3139	1.9445	0.0	1	14950	滞哥华	温哥华	1	R	1	R	1684	1	0	0	O+P-	-0.5938242280285035	0.5	-0.5
18465	125	28	8	21	1.0	8	熬	熊	熬夜	熊夜	2	2	orth_sim	1	0	3.006	3.3629	2.1004	0.0	1	14884	熊夜	熬夜	1	R	1	R	1432	1	0	0	O+P-	-0.6983240223463687	0.5	-0.5
18472	125	29	4	86	1.0	4	活	岸	生活	生岸	2	4	both_dif	0	0	4.5825	3.2287	4.2019	0.0	1	10216	生岸	生活	1	R	1	R	1096	1	1	1	O-P-	-0.9124087591240876	-0.5	-0.5
18496	125	34	6	93	1.0	6	响	晌	响了.	晌了	3	1	both_sim	1	1	3.7749	0.4771	0.0	0.0	0	9467	晌了.	响了.	1	R	0	L	549	0	1	1	O+P+	-1.8214936247723132	0.5	0.5
18507	125	36	6	24	1.0	6	桂	佳	桂	佳	1	2	orth_sim	1	0	2.3802	3.3634	1.5051	2.6474	1	11300	佳	桂	1	R	1	R	1559	1	1	1	O+P-	-0.6414368184733804	0.5	-0.5
18515	125	38	4	65	1.0	4	肢	值	四肢	四值	2	3	phon_sim	0	1	2.7889	3.8727	2.0607	0.0	1	12483	四值	四肢	1	R	1	R	1011	1	1	1	O-P+	-0.9891196834817013	-0.5	0.5
18531	125	39	7	67	1.0	7	滴	剔	滴血	剔血	2	3	phon_sim	0	1	3.0378	2.4942	0.0	0.0	1	16385	剔血	滴血	0	L	0	L	2676	1	1	1	O-P+	-0.37369207772795215	-0.5	0.5
18541	125	40	8	35	1.0	8	倦	讴	疲倦	疲讴	2	4	both_dif	0	0	2.9717	1.0792	2.1584	0.0	1	11083	疲讴	疲倦	0	L	0	L	843	1	0	0	O-P-	-1.1862396204033214	-0.5	-0.5
18565	125	44	5	9	1.0	5	耗	蚊	耗子.	蚊子	3	2	orth_sim	1	0	2.9122	2.2833	0.0	2.1072	1	12516	蚊子.	耗子.	1	R	1	R	1980	1	0	0	O+P-	-0.5050505050505051	0.5	-0.5
18582	125	47	9	36	1.0	9	饿	厄	饿	厄	1	3	phon_sim	0	1	3.5232	3.131	3.4688	2.7101	1	14167	厄	饿	0	L	0	L	800	1	0	0	O-P+	-1.25	-0.5	0.5
18591	125	48	7	0	1.0	7	鸭	鸿	鸭	鸿	1	2	orth_sim	1	0	2.8739	1.699	2.3284	0.9542	1	14583	鸿	鸭	0	L	0	L	2780	1	1	1	O+P-	-0.3597122302158273	0.5	-0.5
18599	125	50	2	82	1.0	2	分	芬	分手	芬手	2	1	both_sim	1	1	4.6848	3.2707	3.3341	0.0	1	8183	芬手	分手	0	L	0	L	632	1	1	1	O+P+	-1.5822784810126582	0.5	0.5
18621	125	52	6	11	1.0	6	噪	音	噪音.	音音	3	4	both_dif	0	0	2.6902	4.2608	0.0	0.0	1	9317	音音.	噪音.	0	L	0	L	1116	1	0	0	O-P-	-0.8960573476702509	-0.5	-0.5
18631	125	53	9	44	1.0	9	健	挺	健身.	挺身	3	2	orth_sim	1	0	3.6176	3.9033	0.0	1.5051	1	9900	挺身.	健身.	0	L	0	L	675	1	1	1	O+P-	-1.4814814814814814	0.5	-0.5
18644	125	55	7	22	1.0	7	中	郑	中间	郑间	2	3	phon_sim	0	1	4.8435	2.4533	3.2025	0.0	1	13750	郑间	中间	0	L	0	L	948	1	0	0	O-P+	-1.0548523206751055	-0.5	0.5
18654	125	56	8	5	1.0	8	仪	仗	仪.	仗	2	2	orth_sim	1	0	3.3851	2.9201	0.0	2.4265	1	13783	仗.	仪.	1	R	1	R	2253	1	1	1	O+P-	-0.44385264092321347	0.5	-0.5
18670	125	59	5	23	1.0	5	挤	齐	挤	齐	1	1	both_sim	1	1	3.1578	3.223	2.9528	2.8615	1	11933	齐	挤	1	R	1	R	1348	1	1	1	O+P+	-0.7418397626112759	0.5	0.5
18682	125	60	8	34	1.0	8	抬	太	抬	太	1	3	phon_sim	0	1	3.1749	4.9079	3.0212	4.8139	1	14785	太	抬	1	R	1	R	1243	1	1	1	O-P+	-0.8045052292839904	-0.5	0.5
18693	125	61	6	61	1.0	6	蹭	嗳	蹭	嗳	1	2	orth_sim	1	0	2.4609	1.3802	2.1523	1.3802	1	10450	嗳	蹭	1	R	1	R	1518	1	0	0	O+P-	-0.6587615283267457	0.5	-0.5
18702	125	62	6	26	1.0	6	椅	倌	椅子.	倌子	3	2	orth_sim	1	0	3.3255	1.0792	0.0	0.0	1	8134	倌子.	椅子.	1	R	1	R	780	1	1	1	O+P-	-1.2820512820512822	0.5	-0.5
18706	125	63	3	12	1.0	3	促	蹙	促进	蹙进	2	3	phon_sim	0	1	2.8261	0.699	1.9638	0.0	1	8133	蹙进	促进	0	L	0	L	843	1	1	1	O-P+	-1.1862396204033214	-0.5	0.5
18723	125	65	11	72	1.0	11	提	忘	提	忘	1	4	both_dif	0	0	4.3807	4.1108	3.7229	3.8525	1	15383	忘	提	1	R	1	R	717	1	0	0	O-P-	-1.394700139470014	-0.5	-0.5
18737	125	67	7	14	1.0	7	溪	漆	溪流	漆流	2	1	both_sim	1	1	2.5079	2.8669	1.2553	0.0	1	11067	漆流	溪流	0	L	0	L	1601	1	0	0	O+P+	-0.6246096189881324	0.5	0.5
18748	125	68	8	91	1.0	8	搪	尝	搪塞	尝塞	2	3	phon_sim	0	1	1.716	3.6689	1.5315	0.0	1	12533	尝塞	搪塞	1	R	1	R	1476	1	0	0	O-P+	-0.6775067750677507	-0.5	0.5
18756	125	69	6	45	1.0	6	铝	铬	铝	铬	1	2	orth_sim	1	0	2.0828	1.4314	1.9395	1.3979	1	12200	铬	铝	1	R	1	R	1685	1	1	1	O+P-	-0.5934718100890207	0.5	-0.5
18774	125	71	5	52	1.0	5	沿	泱	沿岸	泱岸	2	1	both_sim	1	1	2.943	0.7782	1.5441	0.0	1	8182	泱岸	沿岸	0	L	0	L	654	1	1	1	O+P+	-1.529051987767584	0.5	0.5
18781	125	72	4	46	1.0	4	根	感	根.	感	2	3	phon_sim	0	1	4.2766	4.7857	0.0	3.4911	1	9000	感.	根.	1	R	1	R	843	1	1	1	O-P+	-1.1862396204033214	-0.5	0.5
18789	125	73	7	84	1.0	7	昏	捱	昏暗	捱暗	2	4	both_dif	0	0	3.273	1.7243	1.6128	0.0	1	9067	捱暗	昏暗	0	L	0	L	1749	1	1	1	O-P-	-0.5717552887364208	-0.5	-0.5
18799	125	74	8	80	1.0	8	滥	咿	滥用.	咿用	3	4	both_dif	0	0	2.7404	1.5185	0.0	0.0	1	10583	咿用.	滥用.	1	R	1	R	1202	1	1	1	O-P-	-0.831946755407654	-0.5	-0.5
18802	125	75	2	48	1.0	2	俯	副	俯身	副身	2	3	phon_sim	0	1	2.4829	3.574	1.4914	0.0	1	8066	副身	俯身	0	L	0	L	1749	1	1	1	O-P+	-0.5717552887364208	-0.5	0.5
18819	125	78	9	16	1.0	9	红	仁	粉红	粉仁	2	2	orth_sim	1	0	3.8742	3.1159	2.415	0.0	1	12634	粉仁	粉红	1	R	1	R	1516	1	1	1	O+P-	-0.6596306068601583	0.5	-0.5
18829	125	81	6	95	1.0	6	娟	弋	娟,	弋	2	4	both_dif	0	0	1.9494	0.7782	0.0	0.301	1	16651	弋,	娟,	0	L	0	L	1097	1	1	1	O-P-	-0.9115770282588879	-0.5	-0.5
18840	125	82	7	57	1.0	7	铅	伊	铅笔.	伊笔	3	4	both_dif	0	0	2.6571	4.0078	0.0	0.0	1	8800	伊笔.	铅笔.	1	R	1	R	927	1	0	0	O-P-	-1.0787486515641855	-0.5	-0.5
18850	125	83	9	50	1.0	9	慰	位	安慰	安位	2	3	phon_sim	0	1	3.1284	4.4973	2.8927	0.0	0	14450	安位	安慰	1	R	1	R	801	1	0	0	O-P+	-1.2484394506866416	-0.5	0.5
18859	125	84	7	63	1.0	7	脐	齐	脐带.	齐带	3	1	both_sim	1	1	2.2304	3.223	0.0	0.0	1	11450	齐带.	脐带.	1	R	1	R	780	1	0	0	O+P+	-1.2820512820512822	0.5	0.5
18877	125	87	6	62	1.0	6	哇	郡	哇	郡	1	4	both_dif	0	0	4.0156	2.9533	3.9979	2.871	1	11716	郡	哇	0	L	0	L	885	1	1	1	O-P-	-1.1299435028248588	-0.5	-0.5
18884	125	88	1	89	1.0	1	浩	郝	浩浩荡荡	郝郝荡荡	4	3	phon_sim	0	1	2.7284	2.301	0.301	0.0	1	7367	郝郝荡荡	浩浩荡荡	1	R	1	R	1348	1	1	1	O-P+	-0.7418397626112759	-0.5	0.5
18894	125	89	6	53	1.0	6	诽	废	诽谤	废谤	2	3	phon_sim	0	1	2.2201	3.5746	2.1761	0.0	1	9550	废谤	诽谤	0	L	0	L	1095	1	1	1	O-P+	-0.91324200913242	-0.5	0.5
18911	125	92	8	85	1.0	8	棋	骐	下棋	下骐	2	1	both_sim	1	1	2.8228	0.9031	1.9823	0.0	1	11366	下骐	下棋	0	L	0	L	653	1	0	0	O+P+	-1.5313935681470139	0.5	0.5
18917	125	93	4	37	1.0	4	温	榅	温度	榅度	2	1	both_sim	1	1	3.6838	0.301	2.6304	0.0	1	11117	榅度	温度	0	L	0	L	885	1	1	1	O+P+	-1.1299435028248588	0.5	0.5
18929	125	94	7	13	1.0	7	岗	意	岗	意	1	4	both_dif	0	0	2.7832	5.0143	2.0792	3.292	1	8834	意	岗	1	R	1	R	864	1	0	0	O-P-	-1.1574074074074074	-0.5	-0.5
18954	126	2	7	77	1.0	7	文	钙	作文	作钙	2	4	both_dif	0	0	4.1522	2.0531	1.7993	0.0	1	10250	作钙	作文	1	R	1	R	548	1	0	0	O-P-	-1.8248175182481752	-0.5	-0.5
18959	126	3	3	50	1.0	3	殃	洋	殃及	洋及	2	3	phon_sim	0	1	2.0569	3.3473	1.3222	0.0	1	6633	洋及	殃及	1	R	1	R	927	1	1	1	O-P+	-1.0787486515641855	-0.5	0.5
18970	126	6	5	43	1.0	5	酩	铬	酩酊大醉。	铬酊大醉	5	2	orth_sim	1	0	1.7993	1.4314	0.0	0.0	1	7416	铬酊大醉。	酩酊大醉。	1	R	1	R	2086	1	0	0	O+P-	-0.4793863854266539	0.5	-0.5
18987	126	8	10	88	1.0	10	枉	旺	冤枉,	冤旺	3	1	both_sim	1	1	2.2041	2.6972	0.0	0.0	1	13750	冤旺,	冤枉,	1	R	1	R	1496	1	1	1	O+P+	-0.6684491978609626	0.5	0.5
18992	126	9	2	66	1.0	2	治	沿	治病,	沿病	3	2	orth_sim	1	0	4.077	2.943	0.0	0.0	1	4417	沿病,	治病,	0	L	0	L	632	1	1	1	O+P-	-1.5822784810126582	0.5	-0.5
18999	126	10	4	7	1.0	4	央	蓟	中央	中蓟	2	4	both_dif	0	0	2.9499	1.5185	2.9053	0.0	1	9634	中蓟	中央	0	L	0	L	907	1	0	0	O-P-	-1.1025358324145536	-0.5	-0.5
19008	126	11	4	89	1.0	4	汪	剜	汪汪	剜剜	2	3	phon_sim	0	1	2.4048	0.9542	1.7076	0.0	1	6950	剜剜	汪汪	0	L	0	L	568	1	1	1	O-P+	-1.7605633802816902	-0.5	0.5
19028	126	13	10	92	1.0	10	悉	掩	熟悉	熟掩	2	4	both_dif	0	0	3.1697	3.3591	3.0867	0.0	1	14134	熟掩	熟悉	0	L	0	L	843	1	1	1	O-P-	-1.1862396204033214	-0.5	-0.5
19035	126	14	4	68	1.0	4	栖	样	栖	样	1	2	orth_sim	1	0	2.2148	5.2079	1.5682	3.3701	1	4900	样	栖	1	R	1	R	443	1	0	0	O+P-	-2.2573363431151243	0.5	-0.5
19042	126	15	5	40	1.0	5	仗	丈	仗	丈	1	1	both_sim	1	1	2.9201	3.795	2.4265	1.3979	0	7267	丈	仗	0	L	0	L	1412	1	1	1	O+P+	-0.7082152974504249	0.5	0.5
19057	126	17	5	79	1.0	5	王	主	王	主	1	2	orth_sim	1	0	3.9882	4.4568	3.3122	3.4814	1	5883	主	王	1	R	1	R	422	1	1	1	O+P-	-2.3696682464454977	0.5	-0.5
19071	126	20	8	87	1.0	8	沼	赵	沼泽,	赵泽	3	3	phon_sim	0	1	2.6365	2.1038	0.0	0.0	1	11800	赵泽,	沼泽,	1	R	1	R	1117	1	0	0	O-P+	-0.8952551477170994	-0.5	0.5
19116	126	27	8	53	1.0	8	温	剜	温哥华	剜哥华	3	3	phon_sim	0	1	3.6838	0.9542	1.9445	0.0	1	10350	剜哥华	温哥华	0	L	0	L	590	1	0	0	O-P+	-1.694915254237288	-0.5	0.5
19126	126	28	8	70	1.0	8	熬	凹	熬夜	凹夜	2	3	phon_sim	0	1	3.006	2.1761	2.1004	0.0	1	10000	凹夜	熬夜	1	R	1	R	780	1	1	1	O-P+	-1.2820512820512822	-0.5	0.5
19133	126	29	4	94	1.0	4	活	恬	生活	生恬	2	2	orth_sim	1	0	4.5825	1.301	4.2019	0.0	1	6783	生恬	生活	0	L	0	L	822	1	0	0	O+P-	-1.2165450121654502	0.5	-0.5
19142	126	30	5	9	1.0	5	柱	严	圆柱	圆严	2	4	both_dif	0	0	2.7412	3.8174	1.1761	0.0	1	10167	圆严	圆柱	0	L	0	L	1075	1	1	1	O-P-	-0.9302325581395349	-0.5	-0.5
19152	126	31	6	48	1.0	6	漆	瓮	一片漆黑.	一片瓮黑	5	4	both_dif	0	0	2.8669	1.6435	0.0	0.0	1	7050	一片瓮黑.	一片漆黑.	1	R	1	R	1012	1	0	0	O-P-	-0.9881422924901185	-0.5	-0.5
19161	126	32	8	62	1.0	8	嗜	嗤	嗜好.	嗤好	3	1	both_sim	1	1	2.49	1.6721	0.0	0.0	1	11600	嗤好.	嗜好.	0	L	0	L	1223	1	1	1	O+P+	-0.8176614881439084	0.5	0.5
19167	126	33	5	57	1.0	5	文	吻	文化	吻化	2	3	phon_sim	0	1	4.1522	3.6552	2.8762	0.0	1	7000	吻化	文化	0	L	0	L	527	1	1	1	O-P+	-1.8975332068311195	-0.5	0.5
19175	126	34	6	67	1.0	6	响	呐	响了.	呐了	3	2	orth_sim	1	0	3.7749	3.2266	0.0	0.0	1	6467	呐了.	响了.	0	L	0	L	695	1	0	0	O+P-	-1.4388489208633093	0.5	-0.5
19189	126	35	13	59	1.0	13	洁	桉	洁	桉	1	2	orth_sim	1	0	3.3351	1.3222	2.2504	0.301	1	13600	桉	洁	1	R	1	R	696	1	1	1	O+P-	-1.4367816091954022	0.5	-0.5
19200	126	37	6	71	1.0	6	硌	铬	硌	铬	1	1	both_sim	1	1	0.8451	1.4314	0.8451	1.3979	1	11467	铬	硌	1	R	1	R	1285	1	0	0	O+P+	-0.7782101167315175	0.5	0.5
19207	126	38	4	55	1.0	4	肢	雁	四肢	四雁	2	4	both_dif	0	0	2.7889	1.2553	2.0607	0.0	1	11850	四雁	四肢	1	R	1	R	1265	1	0	0	O-P-	-0.7905138339920948	-0.5	-0.5
19223	126	39	7	75	1.0	7	滴	暗	滴血	暗血	2	4	both_dif	0	0	3.0378	3.714	0.0	0.0	1	8750	暗血	滴血	0	L	0	L	843	1	1	1	O-P-	-1.1862396204033214	-0.5	-0.5
19238	126	42	8	32	1.0	8	温	揭	温柔.	揭柔	3	2	orth_sim	1	0	3.6838	3.232	0.0	0.0	1	7050	揭柔.	温柔.	0	L	0	L	591	1	1	1	O+P-	-1.6920473773265652	0.5	-0.5
