	participant	sentence_number	sentence_index	sentence_order	critical_reached	critical_index	critical_target	critical_distractor	critical_target_word	critical_distractor_word	target_length	condition	condition_label	ortho_similarity	phono_similarity	critical_target_freq	critical_distractor_freq	critical_target_word_freq	critical_distractor_word_freq	block_acc	block_RT	pair_distractor	pair_correct	target_pos	target_pos_verbose	resp	resp_verbose	resp_RT	resp_acc	prev_pos	prev_resp
5408	107	79	3	55	1.0	3	昆	昱	都是	昱虫	2.0	2	orth_sim	1	0	2.7259	1.3222	0.0	0.0	1	6283	也是	都是	1	R	1	R	928.22	1	1	1
5414	107	80	4	88	1.0	4	饺	尹	吃	尹子	1.0	4	both_dif	0	0	1.9542	2.1399	4.4458	0.0	1	9533	院	吃	1	R	1	R	632.71	1	0	0
5423	107	81	6	50	1.0	6	娟	绢	娟	绢	1.0	1	both_sim	1	1	1.9494	1.8921	1.7924	1.6902	1	11433	绢,	娟,	1	R	1	R	1096.63	1	0	0
5433	107	82	6	54	1.0	6	铅	钳	好的	钳笔	2.0	1	both_sim	1	1	2.6571	2.4249	0.0	0.0	1	12166	因此	好的	1	R	1	R	2423.59	1	0	0
5444	107	83	9	22	1.0	9	慰	沧	安慰	安沧	2.0	4	both_dif	0	0	3.1284	1.6021	2.8927	0.0	1	15033	安沧	安慰	1	R	1	R	1095.66	1	1	1
5454	107	84	7	24	1.0	7	脐	胺	脐带	胺带	2.0	2	orth_sim	1	0	2.2304	2.2201	1.7924	0.0	1	8500	胺带.	脐带.	0	L	0	L	822.18	1	1	1
5469	107	85	14	87	1.0	14	荧	嬴	荧光	嬴光	2.0	3	phon_sim	0	1	2.2041	1.0414	1.7324	0.0	1	18167	嬴光	荧光	0	L	0	L	1011.5	1	0	0
5477	107	86	6	43	1.0	6	荞	翘	一份	翘麦	2.0	3	phon_sim	0	1	1.415	2.7466	0.0	0.0	1	9100	也是	一份	0	L	0	L	528.11	1	1	1
5486	107	87	6	35	1.0	6	哇	桂	哇	桂	1.0	2	orth_sim	1	0	4.0156	2.3802	3.9979	1.5051	1	14300	桂	哇	1	R	1	R	1728.64	1	1	1
5492	107	88	0	78	1.0	0	浩	瘟	大军	瘟瘟荡荡	2.0	4	both_dif	0	0	2.7284	2.4166	1.9345	0.0	1	6217	ＸＸ	大军	1	R	1	R	738.18	1		
5503	107	89	6	93	1.0	6	诽	非	诽谤	非谤	2.0	1	both_sim	1	1	2.2201	4.596	2.1761	0.0	1	11649	非谤	诽谤	1	R	1	R	2170.55	1	1	1
5513	107	90	8	63	1.0	8	训	讹	训	讹	1.0	2	orth_sim	1	0	3.7087	1.3617	2.2355	0.6021	1	11616	讹	训	0	L	0	L	633.08	1	1	1
5528	107	92	7	23	1.0	7	棋	下	人	下脐	1.0	3	phon_sim	0	1	2.8228	5.1863	5.2898	0.0	1	11382	按	人	0	L	0	L	759.5	1	1	1
5535	107	93	4	1	1.0	4	温	愠	温度	愠度	2.0	2	orth_sim	1	0	3.6838	0.4771	2.6304	0.0	1	11367	愠度	温度	0	L	0	L	886.49	1	1	1
5546	107	94	6	94	1.0	6	岗	冈	山	冈	1.0	1	both_sim	1	1	2.7832	2.721	3.345	2.1173	1	14200	都	山	0	L	0	L	674.8	1	1	1
5551	107	95	2	90	1.0	2	宛	愿	的	愿如	1.0	3	phon_sim	0	1	2.1399	4.2338	6.226	0.0	1	8883	还	的	0	L	0	L	1243.14	1	0	0
5572	108	1	9	50	1.0	9	柱	天	擎	天枉	1.0	2	orth_sim	1	0	2.7412	5.104	1.0792	0.0	1	17283	呢	擎	1	R	1	R	694.86	1	0	0
5584	108	3	3	94	1.0	3	殃	秧	殃及	秧及	2.0	1	both_sim	1	1	2.0569	1.0792	1.3222	0.0	0	8433	秧及	殃及	1	R	1	R	1452.49	1	0	0
5593	108	5	5	34	1.0	5	拮	韵	拮据。	韵据	3.0	4	both_dif	0	0	1.1139	2.5911	0.0	0.0	1	7067	韵据。	拮据。	1	R	1	R	1158.09	1	0	0
5599	108	6	5	49	1.0	5	酩	铭	酩酊大醉。	铭酊大醉	5.0	1	both_sim	1	1	1.7993	2.5079	0.0	0.0	1	12733	铭酊大醉。	酩酊大醉。	0	L	0	L	5745.58	1	1	1
5614	108	8	10	88	1.0	10	枉	析	冤枉	冤析	2.0	2	orth_sim	1	0	2.2041	3.2536	2.0414	0.0	1	17366	冤析,	冤枉,	1	R	1	R	1116.2	1	0	0
5618	108	9	1	71	1.0	1	治	沿	就要	沿病	2.0	2	orth_sim	1	0	4.077	2.943	3.4598	0.0	1	6133	转向	就要	1	R	1	R	779.29	1	0	0
5625	108	10	3	29	1.0	3	央	中	的是	中佯	2.0	3	phon_sim	0	1	2.9499	4.8435	0.0	0.0	1	12265	也是	的是	0	L	0	L	968.4	1	1	1
5634	108	11	3	48	1.0	3	汪	王	就	王王	1.0	1	both_sim	1	1	2.4048	3.9882	5.4419	0.0	1	8733	某	就	0	L	0	L	590.13	1	0	0
5651	108	15	4	17	1.0	4	仗	障	很	障	1.0	3	phon_sim	0	1	2.9201	3.3199	5.3023	2.1959	1	10617	较	很	1	R	1	R	1725.91	1	0	0
5665	108	16	11	56	1.0	11	殃	洋	遭殃	遭洋	2.0	3	phon_sim	0	1	2.0569	3.3473	1.9085	0.0	1	15133	遭洋	遭殃	0	L	0	L	1032.12	1	0	0
5671	108	17	4	42	1.0	4	王	主	一个	主	2.0	2	orth_sim	1	0	3.9882	4.4568	5.0672	3.4814	1	7366	引起	一个	1	R	1	R	948.31	1	1	1
5678	108	19	2	89	1.0	2	芹	芯	芹菜	芯菜	2.0	1	both_sim	1	1	1.8062	2.7033	1.5682	0.0	1	9383	芯菜	芹菜	0	L	0	L	3282.75	1	0	0
5714	108	23	10	54	1.0	10	欣	吣	欣慰	吣慰	2.0	3	phon_sim	0	1	3.2718	0.0	2.2122	0.0	1	12382	吣慰.	欣慰.	1	R	1	R	1010.71	1	1	1
5739	108	25	18	63	1.0	18	哦	唤	哦	唤	1.0	2	orth_sim	1	0	4.8412	3.137	4.8412	1.6812	1	25500	唤,	哦,	0	L	0	L	1010.98	1	1	1
5749	108	26	4	78	1.0	4	沐	昂	沐浴	昂浴	2.0	4	both_dif	0	0	2.1335	3.043	2.0899	0.0	1	10233	昂浴	沐浴	1	R	1	R	1200.5	1	1	1
5762	108	27	7	15	1.0	7	温	剜	属	剜哥华	1.0	3	phon_sim	0	1	3.6838	0.9542	2.4639	0.0	1	15317	性	属	1	R	1	R	884.3	1	1	1
5773	108	28	8	12	1.0	8	熬	凹	熬夜	凹夜	2.0	3	phon_sim	0	1	3.006	2.1761	2.1004	0.0	1	14133	凹夜	熬夜	0	L	0	L	904.55	1	0	0
5779	108	29	3	40	1.0	3	活	生	能够	生岸	2.0	4	both_dif	0	0	4.5825	5.2115	3.739	0.0	1	10967	最多	能够	0	L	0	L	863.21	1	0	0
5788	108	30	4	27	1.0	4	柱	圆	你	圆往	1.0	2	orth_sim	1	0	2.7412	3.2613	6.1237	0.0	1	10600	曾	你	0	L	0	L	527.11	1	1	1
5799	108	31	6	72	1.0	6	漆	漾	一片漆黑	一片漾黑	4.0	2	orth_sim	1	0	2.8669	1.4624	0.0	0.0	1	9567	一片漾黑.	一片漆黑.	0	L	0	L	1852.08	1	1	1
5807	108	32	7	18	1.0	7	嗜	嗤	不良	嗤好	2.0	1	both_sim	1	1	2.49	1.6721	2.4362	0.0	0	9300	一下	不良	1	R	1	R	800.48	1	0	0
5814	108	33	5	52	1.0	5	文	吻	文化	吻化	2.0	3	phon_sim	0	1	4.1522	3.6552	2.8762	0.0	1	10317	吻化	文化	1	R	1	R	842.39	1	1	1
5821	108	34	5	2	1.0	5	响	邬	铃	邬了	1.0	4	both_dif	0	0	3.7749	0.301	2.5289	0.0	1	10183	不	铃	0	L	0	L	674.64	1	1	1
5836	108	35	13	80	1.0	13	洁	蕴	洁	蕴	1.0	4	both_dif	0	0	3.3351	1.8195	2.2504	0.699	1	17100	蕴	洁	0	L	0	L	526.66	1	1	1
5843	108	36	5	64	1.0	5	桂	跪	是	跪	1.0	3	phon_sim	0	1	2.3802	2.8938	5.9767	2.5159	1	7451	局	是	1	R	1	R	905.39	1	1	1
5851	108	37	5	81	1.0	5	硌	铬	石子	铬	2.0	1	both_sim	1	1	0.8451	1.4314	1.415	1.3979	1	10067	利于	石子	0	L	0	L	694.64	1	0	0
5864	108	39	6	24	1.0	6	滴	淌	是	淌血	1.0	2	orth_sim	1	0	3.0378	2.1614	5.9767	0.0	1	12783	某	是	1	R	1	R	632.11	1	0	0
5877	108	41	5	14	1.0	5	详	乾	能	乾细	1.0	3	phon_sim	0	1	3.0689	2.0253	5.2218	0.0	1	15967	暂	能	0	L	0	L	610.46	1	1	1
5894	108	42	8	39	1.0	8	温	哉	温柔	哉柔	2.0	4	both_dif	0	0	3.6838	1.7482	2.8014	0.0	1	9050	哉柔.	温柔.	1	R	1	R	926.7	1	0	0
5904	108	43	9	10	1.0	9	碗	滋	碗	滋	1.0	4	both_dif	0	0	3.0588	3.0748	2.9112	2.0569	0	15717	滋	碗	0	L	0	L	484.22	1	1	1
5910	108	44	4	8	1.0	4	耗	勺	是	勺子	1.0	3	phon_sim	0	1	2.9122	2.5366	5.9767	2.1847	1	6617	局	是	0	L	0	L	569.07	1	0	0
5915	108	45	3	36	1.0	3	烛	蜡	满了	蜡浊	2.0	1	both_sim	1	1	2.8235	2.9325	0.0	0.0	1	8100	特别	满了	0	L	0	L	505.42	1	0	0
5922	108	46	4	62	1.0	4	耳	两	的	两机	1.0	2	orth_sim	1	0	3.5981	4.6018	6.226	0.0	1	14700	都	的	1	R	1	R	3347.07	1	1	1
5935	108	47	8	95	1.0	8	饿	恍	有点	恍	2.0	4	both_dif	0	0	3.5232	1.9777	3.7706	0.8451	1	12850	继续	有点	0	L	0	L	589.46	1	1	1
5945	108	49	4	43	1.0	4	拒	剧	被	剧绝	1.0	3	phon_sim	0	1	3.5422	3.9246	4.8175	0.0	1	10085	也	被	0	L	0	L	842.56	1	1	1
5949	108	50	1	57	1.0	1	分	珍	男朋友	珍手	3.0	3	phon_sim	0	1	4.6848	3.4747	3.3941	0.0	1	8766	为什么	男朋友	1	R	1	R	885.05	1	0	0
5965	108	51	8	22	1.0	8	唯	准	唯唯诺诺。	准准诺诺	5.0	2	orth_sim	1	0	3.9755	4.4813	0.0	0.0	1	19350	准准诺诺。	唯唯诺诺。	1	R	1	R	2294.05	1	1	1
5971	108	52	5	75	1.0	5	噪	音	很大	音音	2.0	4	both_dif	0	0	2.6902	4.2608	0.0	0.0	1	8733	一次	很大	1	R	1	R	1221.19	1	1	1
5982	108	53	9	28	1.0	9	健	键	健身	键身	2.0	1	both_sim	1	1	3.6176	3.4532	2.6675	0.0	1	12567	键身.	健身.	1	R	1	R	1325.6	1	0	0
5992	108	55	7	82	1.0	7	中	锿	中间	锿间	2.0	4	both_dif	0	0	4.8435	0.301	3.2025	0.0	1	10800	锿间	中间	0	L	0	L	631.52	1	1	1
6001	108	56	7	44	1.0	7	仪	仗	投影	仗	2.0	2	orth_sim	1	0	3.3851	2.9201	1.301	2.4265	1	9333	由于	投影	0	L	0	L	632.5	1	0	0
6010	108	57	7	79	1.0	7	持	主	的	主匙人	1.0	3	phon_sim	0	1	4.2381	4.4568	6.226	0.0	1	14700	月	的	0	L	0	L	547.29	1	0	0
6018	108	58	6	77	1.0	6	思	施	思念	施念	2.0	3	phon_sim	0	1	4.5423	3.5138	2.2148	0.0	1	11666	施念	思念	1	R	1	R	736.56	1	0	0
6025	108	59	5	32	1.0	5	挤	侪	挤	侪	1.0	2	orth_sim	1	0	3.1578	0.0	2.9528	0.0	1	13283	侪	挤	1	R	1	R	778.99	1	1	1
6037	108	60	8	85	1.0	8	抬	荫	抬	荫	1.0	4	both_dif	0	0	3.1749	1.959	3.0212	1.301	1	14133	荫	抬	1	R	1	R	1220.84	1	1	1
6048	108	61	6	47	1.0	6	蹭	噌	蹭	噌	1.0	1	both_sim	1	1	2.4609	1.1139	2.1523	1.1139	1	13801	噌	蹭	1	R	1	R	1621.06	1	0	0
6056	108	62	5	66	1.0	5	椅	倚	把	倚子	1.0	1	both_sim	1	1	3.3255	1.9294	5.0953	0.0	1	8567	很	把	0	L	0	L	717.01	1	0	0
6060	108	63	2	60	1.0	2	促	剜	可以	剜进	2.0	4	both_dif	0	0	2.8261	0.9542	4.8987	0.0	1	8283	其次	可以	0	L	0	L	1074.32	1	0	0
6078	108	65	11	41	1.0	11	提	剔	提	剔	1.0	3	phon_sim	0	1	4.3807	2.4942	3.7229	1.6232	1	15983	剔	提	0	L	0	L	737.89	1	1	1
6086	108	66	5	90	1.0	5	唱	障	唱歌	障歌	2.0	3	phon_sim	0	1	4.0763	3.3199	3.2017	0.0	1	5450	障歌.	唱歌.	0	L	0	L	569.21	1	0	0
6094	108	67	7	4	1.0	7	溪	演	溪流	演流	2.0	2	orth_sim	1	0	2.5079	4.3687	1.2553	0.0	1	14683	演流	溪流	0	L	0	L	925.82	1	1	1
6105	108	68	8	11	1.0	8	搪	鹬	搪塞	鹬塞	2.0	4	both_dif	0	0	1.716	0.9542	1.5315	0.0	1	15917	鹬塞	搪塞	0	L	0	L	1157.65	1	0	0
6112	108	69	5	20	1.0	5	铝	侣	要用	侣	2.0	1	both_sim	1	1	2.0828	2.9474	0.0	1.5051	1	10200	立即	要用	0	L	0	L	800.66	1	1	1
6125	108	70	10	92	1.0	10	憎	轧	憎恶。	轧恶	3.0	4	both_dif	0	0	2.7067	1.7709	0.0	0.0	1	11717	轧恶。	憎恶。	1	R	1	R	1368.56	1	0	0
6131	108	71	5	30	1.0	5	沿	衍	沿岸	衍岸	2.0	3	phon_sim	0	1	2.943	2.2227	1.5441	0.0	0	10867	衍岸	沿岸	1	R	1	R	2146.87	1	0	0
6136	108	72	3	76	1.0	3	根	柑	的	柑	1.0	1	both_sim	1	1	4.2766	1.6335	6.226	0.7782	1	6416	除	的	1	R	1	R	590.2	1	1	1
6148	108	74	8	5	1.0	8	滥	溢	滥用	溢用	2.0	2	orth_sim	1	0	2.7404	2.4698	2.3324	0.0	1	12332	溢用.	滥用.	0	L	0	L	862.8	1	0	0
6151	108	75	2	70	1.0	2	俯	府	俯身	府身	2.0	1	both_sim	1	1	2.4829	3.6437	1.4914	0.0	1	9334	府身	俯身	1	R	1	R	884.91	1	0	0
6163	108	77	6	6	1.0	6	弹	郁	子弹	子郁	2.0	4	both_dif	0	0	4.0592	3.0993	3.3959	0.0	1	14417	子郁	子弹	1	R	1	R	1535.77	1	1	1
6175	108	78	8	9	1.0	8	红	粉	成	粉淤	1.0	4	both_dif	0	0	3.8742	3.5604	4.0983	0.0	0	11417	从	成	0	L	0	L	694.86	1	0	0
6184	108	80	4	83	1.0	4	饺	铰	吃	铰子	1.0	1	both_sim	1	1	1.9542	1.2553	4.4458	0.0	1	6817	院	吃	0	L	0	L	462.98	1	0	0
6193	108	81	6	21	1.0	6	娟	媚	娟	媚	1.0	2	orth_sim	1	0	1.9494	2.3032	1.7924	1.7924	1	14350	媚,	娟,	1	R	1	R	947.13	1	0	0
6208	108	83	9	86	1.0	9	慰	熨	安慰	安熨	2.0	1	both_sim	1	1	3.1284	2.1703	2.8927	0.0	1	11900	安熨	安慰	1	R	1	R	1241.87	1	1	1
6230	108	85	14	16	1.0	14	荧	筷	荧光	筷光	2.0	4	both_dif	0	0	2.2041	1.9638	1.7324	0.0	1	19017	筷光	荧光	1	R	1	R	1157.69	1	1	1
6238	108	86	6	46	1.0	6	荞	婴	一份	婴麦	2.0	4	both_dif	0	0	1.415	3.2243	0.0	0.0	1	9300	也是	一份	1	R	1	R	779.98	1	1	1
6247	108	87	6	51	1.0	6	哇	挖	哇	挖	1.0	3	phon_sim	0	1	4.0156	3.3393	3.9979	3.2345	1	11150	挖	哇	1	R	1	R	905.69	1	0	0
6253	108	88	0	3	1.0	0	浩	惜	大军	惜惜荡荡	2.0	2	orth_sim	1	0	2.7284	3.3773	1.9345	0.0	1	6817	ＸＸ	大军	0	L	0	L	632.28	1		
6264	108	89	6	87	1.0	6	诽	谙	诽谤	谙谤	2.0	2	orth_sim	1	0	2.2201	1.4472	2.1761	0.0	1	8600	谙谤	诽谤	0	L	0	L	1010.68	1	1	1
6274	108	90	8	19	1.0	8	训	迅	训	迅	1.0	3	phon_sim	0	1	3.7087	2.776	2.2355	1.5315	1	13467	迅	训	0	L	0	L	1031.94	1	1	1
6287	108	92	7	73	1.0	7	棋	下	人	下痒	1.0	4	both_dif	0	0	2.8228	5.1863	5.2898	0.0	1	10933	按	人	0	L	0	L	1052.9	1	0	0
6294	108	93	4	23	1.0	4	温	闻	温度	闻度	2.0	3	phon_sim	0	1	3.6838	3.8913	2.6304	0.0	1	10500	闻度	温度	1	R	1	R	800.0	1	1	1
6305	108	94	6	38	1.0	6	岗	区	山	区	1.0	2	orth_sim	1	0	2.7832	4.0708	3.345	3.5049	1	8450	都	山	0	L	0	L	631.78	1	1	1
6310	108	95	2	84	1.0	2	宛	羁	的	羁如	1.0	4	both_dif	0	0	2.1399	2.2175	6.226	0.0	1	8134	还	的	1	R	1	R	926.3	1	0	0
6326	109	1	9	43	1.0	9	柱	天	擎	天述	1.0	3	phon_sim	0	1	2.7412	5.104	1.0792	0.0	1	15867	呢	擎	0	L	0	L	737.32	1	0	0
6337	109	2	6	0	1.0	6	文	作	的	作钙	1.0	4	both_dif	0	0	4.1522	4.8336	6.226	0.0	1	12500	所	的	1	R	1	R	1074.08	1	1	1
6343	109	3	3	26	1.0	3	殃	映	殃及	映及	2.0	2	orth_sim	1	0	2.0569	2.9689	1.3222	0.0	1	8183	映及	殃及	1	R	1	R	1915.25	1	1	1
6355	109	4	9	78	1.0	9	秘	铋	的	铋密	1.0	1	both_sim	1	1	3.9054	0.4771	6.226	0.0	1	18700	要	的	1	R	1	R	1221.09	1	0	0
6364	109	5	5	38	1.0	5	拮	诘	拮据。	诘据	3.0	1	both_sim	1	1	1.1139	1.2304	0.0	0.0	1	8983	诘据。	拮据。	1	R	1	R	1853.22	1	0	0
6370	109	6	5	18	1.0	5	酩	铬	酩酊大醉。	铬酊大醉	5.0	2	orth_sim	1	0	1.7993	1.4314	0.0	0.0	1	11467	铬酊大醉。	酩酊大醉。	1	R	1	R	4714.19	1	1	1
6376	109	7	5	31	1.0	5	息	鼻	连	鼻院	1.0	4	both_dif	0	0	4.2812	3.3753	3.8868	0.0	1	15150	从	连	0	L	0	L	989.25	1	0	0
6391	109	9	1	82	1.0	1	治	置	就要	置病	2.0	3	phon_sim	0	1	4.077	3.9547	3.4598	0.0	1	5899	转向	就要	1	R	1	R	1179.44	1	0	0
6398	109	10	3	89	1.0	3	央	中	的是	中蓟	2.0	4	both_dif	0	0	2.9499	4.8435	0.0	0.0	1	10833	也是	的是	0	L	0	L	1032.33	1	1	1
6407	109	11	3	95	1.0	3	汪	注	就	注注	1.0	2	orth_sim	1	0	2.4048	4.1835	5.4419	0.0	1	10883	某	就	1	R	1	R	779.15	1	0	0
6426	109	13	10	73	1.0	10	悉	息	熟悉	熟息	2.0	1	both_sim	1	1	3.1697	4.2812	3.0867	0.0	1	19648	熟息	熟悉	1	R	1	R	3431.11	1	0	0
6432	109	14	3	71	1.0	3	栖	七	两	七	1.0	3	phon_sim	0	1	2.2148	3.6121	4.5632	3.2949	1	8000	不	两	0	L	0	L	821.27	1	1	1
6439	109	15	4	48	1.0	4	仗	壹	很	壹	1.0	4	both_dif	0	0	2.9201	1.1461	5.3023	0.4771	1	9433	较	很	0	L	0	L	1158.01	1	0	0
6453	109	16	11	85	1.0	11	殃	汽	遭殃	遭汽	2.0	4	both_dif	0	0	2.0569	3.5573	1.9085	0.0	1	18533	遭汽	遭殃	0	L	0	L	1431.34	1	0	0
6459	109	17	4	7	1.0	4	王	网	一个	网	2.0	3	phon_sim	0	1	3.9882	3.7744	5.0672	2.9133	1	10167	引起	一个	0	L	0	L	863.25	1	0	0
6473	109	20	7	13	1.0	7	沼	沿	的	沿泽	1.0	2	orth_sim	1	0	2.6365	2.943	6.226	0.0	1	16900	不	的	1	R	1	R	1073.8	1	0	0
6495	109	22	7	54	1.0	7	纹	丸	皱纹	皱丸	2.0	3	phon_sim	0	1	3.5379	2.8871	2.0828	0.0	1	13915	皱丸	皱纹	0	L	0	L	990.3	1	1	1
6525	109	25	18	9	1.0	18	哦	额	哦	额	1.0	3	phon_sim	0	1	4.8412	3.3137	4.8412	2.5682	1	42400	额,	哦,	0	L	0	L	2210.14	1	1	1
6535	109	26	4	14	1.0	4	沐	汨	沐浴	汨浴	2.0	1	both_sim	1	1	2.1335	0.6021	2.0899	0.0	1	16433	汨浴	沐浴	1	R	1	R	2126.68	1	0	0
6548	109	27	7	44	1.0	7	温	讫	属	讫哥华	1.0	4	both_dif	0	0	3.6838	0.6021	2.4639	0.0	1	13467	性	属	1	R	1	R	1073.83	1	0	0
6559	109	28	8	27	1.0	8	熬	痉	熬夜	痉夜	2.0	4	both_dif	0	0	3.006	2.2148	2.1004	0.0	1	12533	痉夜	熬夜	0	L	0	L	1010.57	1	0	0
6565	109	29	3	94	1.0	3	活	生	能够	生恬	2.0	2	orth_sim	1	0	4.5825	5.2115	3.739	0.0	1	8550	最多	能够	1	R	1	R	884.67	1	0	0
6578	109	31	6	23	1.0	6	漆	七	一片漆黑	一片七黑	4.0	3	phon_sim	0	1	2.8669	3.6121	0.0	0.0	1	8767	一片七黑.	一片漆黑.	0	L	0	L	1768.18	1	0	0
6586	109	32	7	63	1.0	7	嗜	嗡	不良	嗡好	2.0	2	orth_sim	1	0	2.49	2.3802	2.4362	0.0	1	9549	一下	不良	0	L	0	L	610.71	1	1	1
6597	109	34	5	60	1.0	5	响	晌	铃	晌了	1.0	1	both_sim	1	1	3.7749	0.4771	2.5289	0.0	1	8717	不	铃	0	L	0	L	884.1	1	0	0
6612	109	35	13	72	1.0	13	洁	桔	洁	桔	1.0	1	both_sim	1	1	3.3351	2.2175	2.2504	1.6335	1	23216	桔	洁	0	L	0	L	758.34	1	0	0
6619	109	36	5	80	1.0	5	桂	儿	是	儿	1.0	4	both_dif	0	0	2.3802	5.0228	5.9767	3.8175	1	12566	局	是	1	R	1	R	485.38	1	0	0
6627	109	37	5	68	1.0	5	硌	铵	石子	铵	2.0	2	orth_sim	1	0	0.8451	1.6021	1.415	1.2304	1	11700	利于	石子	0	L	0	L	1200.97	1	0	0
6634	109	38	3	35	1.0	3	肢	四	一个	四值	2.0	3	phon_sim	0	1	2.7889	4.122	5.0672	0.0	1	16466	杀伤	一个	1	R	1	R	1094.47	1	1	1
6650	109	39	6	53	1.0	6	滴	剔	是	剔血	1.0	3	phon_sim	0	1	3.0378	2.4942	5.9767	0.0	1	10317	某	是	0	L	0	L	758.15	1	0	0
6660	109	40	7	25	1.0	7	倦	疲	他	疲倚	1.0	2	orth_sim	1	0	2.9717	2.9745	5.5995	0.0	1	16950	在	他	1	R	1	R	2021.46	1	1	1
6668	109	41	5	86	1.0	5	详	抑	能	抑细	1.0	4	both_dif	0	0	3.0689	3.0039	5.2218	0.0	0	12799	暂	能	1	R	1	R	715.89	1	1	1
6680	109	42	8	76	1.0	8	温	揾	温柔	揾柔	2.0	1	both_sim	1	1	3.6838	0.301	2.8014	0.0	1	11533	揾柔.	温柔.	0	L	0	L	1937.4	1	1	1
6691	109	45	3	24	1.0	3	烛	蜡	满了	蜡冲	2.0	2	orth_sim	1	0	2.8235	2.9325	0.0	0.0	1	6617	特别	满了	1	R	1	R	589.61	1	1	1
6698	109	46	4	50	1.0	4	耳	尔	的	尔机	1.0	3	phon_sim	0	1	3.5981	4.6158	6.226	0.0	1	12067	都	的	1	R	1	R	443.1	1	0	0
6711	109	47	8	79	1.0	8	饿	娣	有点	娣	2.0	2	orth_sim	1	0	3.5232	1.7482	3.7706	0.301	1	15250	继续	有点	0	L	0	L	927.31	1	0	0
6720	109	48	6	39	1.0	6	鸭	鸦	麻辣	鸦	2.0	1	both_sim	1	1	2.8739	2.6345	1.0	1.0792	1	9816	公共	麻辣	0	L	0	L	674.62	1	1	1
6727	109	49	4	19	1.0	4	拒	剧	被	剧绝	1.0	3	phon_sim	0	1	3.5422	3.9246	4.8175	0.0	1	7967	也	被	1	R	1	R	1200.68	1	1	1
6731	109	50	1	33	1.0	1	分	揠	男朋友	揠手	3.0	4	both_dif	0	0	4.6848	0.301	3.3941	0.0	1	9583	为什么	男朋友	1	R	1	R	1200.62	1	1	1
6747	109	51	8	15	1.0	8	唯	衷	唯唯诺诺。	衷衷诺诺	5.0	4	both_dif	0	0	3.9755	2.8209	0.0	0.0	1	13267	衷衷诺诺。	唯唯诺诺。	1	R	1	R	1474.07	1	0	0
6753	109	52	5	65	1.0	5	噪	赵	很大	赵音	2.0	3	phon_sim	0	1	2.6902	2.1038	0.0	0.0	1	11350	一次	很大	1	R	1	R	2442.81	1	0	0
6766	109	54	6	16	1.0	6	守	安	守	安	1.0	2	orth_sim	1	0	3.7948	4.6203	3.0997	3.2398	0	12450	安	守	1	R	1	R	2274.01	1	0	0
6777	109	55	7	6	1.0	7	中	伪	中间	伪间	2.0	2	orth_sim	1	0	4.8435	3.2603	3.2025	0.0	0	10067	伪间	中间	0	L	1	R	2252.98	0	1	1
6785	109	56	7	67	1.0	7	仪	义	投影	义	2.0	1	both_sim	1	1	3.3851	3.9772	1.301	2.4116	1	13950	由于	投影	1	R	1	R	779.82	1	1	1
6794	109	57	7	59	1.0	7	持	主	的	主匙人	1.0	3	phon_sim	0	1	4.2381	4.4568	6.226	0.0	1	15816	月	的	0	L	0	L	905.79	1	0	0
6802	109	58	6	55	1.0	6	思	漾	思念	漾念	2.0	4	both_dif	0	0	4.5423	1.4624	2.2148	0.0	1	9000	漾念	思念	1	R	1	R	1094.42	1	1	1
6809	109	59	5	28	1.0	5	挤	纨	挤	纨	1.0	4	both_dif	0	0	3.1578	1.3979	2.9528	0.4771	1	10466	纨	挤	0	L	0	L	1010.92	1	1	1
6822	109	61	6	17	1.0	6	蹭	噌	蹭	噌	1.0	1	both_sim	1	1	2.4609	1.1139	2.1523	1.1139	1	10934	噌	蹭	1	R	1	R	1663.28	1	0	0
6830	109	62	5	88	1.0	5	椅	倌	把	倌子	1.0	2	orth_sim	1	0	3.3255	1.0792	5.0953	0.0	1	9567	很	把	0	L	0	L	842.0	1	0	0
6834	109	63	2	62	1.0	2	促	捉	可以	捉进	2.0	2	orth_sim	1	0	2.8261	3.1065	4.8987	0.0	1	9266	其次	可以	0	L	0	L	1095.54	1	1	1
6845	109	64	6	3	1.0	6	缉	辑	成为	辑	2.0	1	both_sim	1	1	2.8274	3.2765	4.0016	1.5315	1	15100	最大	成为	0	L	0	L	884.7	1	1	1
6860	109	65	11	40	1.0	11	提	剔	提	剔	1.0	3	phon_sim	0	1	4.3807	2.4942	3.7229	1.6232	1	17367	剔	提	1	R	1	R	1011.4	1	1	1
6868	109	66	5	56	1.0	5	唱	威	唱歌	威歌	2.0	4	both_dif	0	0	4.0763	4.047	3.2017	0.0	1	6266	威歌.	唱歌.	1	R	1	R	589.49	1	0	0
6876	109	67	7	12	1.0	7	溪	晏	溪流	晏流	2.0	4	both_dif	0	0	2.5079	0.301	1.2553	0.0	1	10300	晏流	溪流	1	R	1	R	1220.88	1	0	0
6889	109	69	5	22	1.0	5	铝	铬	要用	铬	2.0	2	orth_sim	1	0	2.0828	1.4314	0.0	1.3979	1	12933	立即	要用	0	L	0	L	1200.72	1	0	0
6902	109	70	10	74	1.0	10	憎	僧	憎恶。	僧恶	3.0	1	both_sim	1	1	2.7067	2.1847	0.0	0.0	1	18083	僧恶。	憎恶。	1	R	1	R	2483.89	1	1	1
